status	word	file_or_reason
applied	creaked	chained.txt
applied	croquet	chained.txt
applied	cruise	wiki.txt
applied	darkly	dialogues.txt
applied	dassies	wiki.txt
applied	debugging	wiki.txt
applied	decaf	wiki.txt
applied	decoding	wiki.txt
applied	defense	wiki.txt
applied	delhi's	lemma_sentences.txt
applied	delight	wiki.txt
applied	denomination	lemma_sentences.txt
applied	destroyer	wiki.txt
applied	detailed	dialogues.txt
applied	detectives	wiki.txt
applied	determinism	wiki.txt
applied	deuce	wiki.txt
applied	dialing	wiki.txt
applied	dictators	dialogues.txt
applied	dietitian	wiki.txt
applied	diets	stories.txt
applied	digit's	wiki.txt
applied	dill	chained.txt
applied	ding-ding	lemma_sentences.txt
applied	dinnertime	lemma_sentences.txt
applied	dino	stories.txt
applied	diplodocuses	counting.txt
applied	diplomacy's	lemma_sentences.txt
applied	director	wiki.txt
applied	dirtier	stories.txt
applied	disabled	wiki.txt
applied	disappointment	lemma_sentences.txt
applied	discovery's	lemma_sentences.txt
applied	disgusted	dialogues.txt
applied	dish's	lemma_sentences.txt
applied	dish-shaped	wiki.txt
applied	dishwashers	counting.txt
applied	displacement	wiki.txt
applied	displays	counting.txt
applied	dispute	wiki.txt
applied	dissolves	lemma_sentences.txt
applied	distillate	wiki.txt
applied	dividend	wiki.txt
applied	divisible	stories.txt
applied	divisor	dialogues.txt
applied	divorced	lemma_sentences.txt
applied	diyas	cause_seq.txt
applied	dizziness	chained.txt
applied	dj	wiki.txt
applied	djembes	counting.txt
applied	djs	wiki.txt
applied	docked	counting.txt
applied	doctoring	lemma_sentences.txt
applied	documents	stories.txt
applied	dodge	wiki.txt
applied	doggie	wiki.txt
applied	doggy	lemma_sentences.txt
applied	dollar's	lemma_sentences.txt
applied	domino	wiki.txt
applied	donation	stories.txt
applied	door's	lemma_sentences.txt
applied	doorknobs	stories.txt
applied	doorstep	chained.txt
applied	dorm	lemma_sentences.txt
applied	dormitories	wiki.txt
applied	dormitory	lemma_sentences.txt
applied	dorms	wiki.txt
applied	doubled	wiki.txt
applied	doubling	wiki.txt
applied	dragon's	wiki.txt
applied	drake	wiki.txt
applied	eah	wiki.txt
applied	filipino	wiki.txt
applied	finale	wiki.txt
applied	finch's	cause_seq.txt
applied	first-class	wiki.txt
applied	first-degree	wiki.txt
applied	first-hand	wiki.txt
applied	five-minute	stories.txt
applied	fixer	stories.txt
applied	flamboyance	wiki.txt
applied	flamingo's	dialogues.txt
applied	flattest	wiki.txt
applied	flautist	wiki.txt
applied	flipbook	stories.txt
applied	floaties	chained.txt
applied	floodplains	wiki.txt
applied	flossing	lemma_sentences.txt
applied	flowerpot	stories.txt
applied	flown	stories.txt
applied	fluffed	chained.txt
applied	fluoride	wiki.txt
applied	flushes	lemma_sentences.txt
applied	fogs	lemma_sentences.txt
applied	folklore's	lemma_sentences.txt
applied	folks	stories.txt
applied	fooling	wiki.txt
applied	footstools	counting.txt
applied	forearm	wiki.txt
applied	forehand	wiki.txt
applied	forged	wiki.txt
applied	format	wiki.txt
applied	fortifications	wiki.txt
applied	fortnight	lemma_sentences.txt
applied	forwarding	dialogues.txt
applied	forwards	wiki.txt
applied	founder	wiki.txt
applied	fractures	counting.txt
applied	fragile	lemma_sentences.txt
applied	fraternal	wiki.txt
applied	freight	lemma_sentences.txt
applied	gardenias	wiki.txt
applied	geographer	wiki.txt
applied	gerbils	wiki.txt
applied	germanium	lemma_sentences.txt
applied	gold-colored	wiki.txt
applied	golfer	dialogues.txt
applied	goodbyes	stories.txt
applied	gospels	wiki.txt
applied	governor's	lemma_sentences.txt
applied	governors	dialogues.txt
applied	granaries	wiki.txt
applied	granddad	lemma_sentences.txt
applied	granddad's	stories.txt
applied	great-grandfather	stories.txt
applied	great-grandma	stories.txt
applied	greek's	lemma_sentences.txt
applied	gripper	dialogues.txt
applied	ground-up	wiki.txt
applied	grouped	chained.txt
applied	guitarist	wiki.txt
applied	gunk	wiki.txt
applied	gunner	wiki.txt
applied	gutter	wiki.txt
applied	habitable	wiki.txt
applied	haikus	wiki.txt
applied	ham-and-cheese	lemma_sentences.txt
applied	hamburgs	counting.txt
applied	hammocks	wiki.txt
applied	hanamichi	wiki.txt
applied	hand-painted	stories.txt
applied	handled	lemma_sentences.txt
applied	handrail	lemma_sentences.txt
applied	hands-on	wiki.txt
applied	hangars	wiki.txt
applied	harden	cause_seq.txt
applied	harpies	dialogues.txt
applied	harvesting	stories.txt
applied	hatching	wiki.txt
applied	hatchlings	wiki.txt
applied	hates	lemma_sentences.txt
applied	hatter	chained.txt
applied	haystacks	wiki.txt
applied	head-first	wiki.txt
applied	headaches	wiki.txt
applied	headfirst	cause_seq.txt
applied	heartburn	wiki.txt
applied	hedge	lemma_sentences.txt
applied	heiress	wiki.txt
applied	hemispheres	lemma_sentences.txt
applied	hemoglobin	wiki.txt
applied	hertz	wiki.txt
applied	hibernating	wiki.txt
applied	hilt	wiki.txt
applied	hip-hop	lemma_sentences.txt
applied	historians	wiki.txt
applied	historic	wiki.txt
applied	hobbits	wiki.txt
applied	hoes	counting.txt
applied	holts	wiki.txt
applied	honeycombs	wiki.txt
applied	hongi	cause_seq.txt
applied	hook-like	wiki.txt
applied	hooting	wiki.txt
applied	hormone's	lemma_sentences.txt
applied	horn-like	wiki.txt
applied	horsehair	wiki.txt
applied	hotdogs	wiki.txt
applied	hour-long	lemma_sentences.txt
applied	houseplant	cause_seq.txt
applied	hovercrafts	counting.txt
applied	howitzer	counting.txt
applied	html	wiki.txt
applied	hub	wiki.txt
applied	huddles	lemma_sentences.txt
applied	hurling	wiki.txt
applied	island's	lemma_sentences.txt
applied	israel's	lemma_sentences.txt
applied	itches	wiki.txt
applied	jacket's	lemma_sentences.txt
applied	jails	wiki.txt
applied	jakarta's	lemma_sentences.txt
applied	january's	lemma_sentences.txt
applied	joeys	wiki.txt
applied	join's	lemma_sentences.txt
applied	jurors	wiki.txt
applied	kickflip	wiki.txt
applied	kimonos	wiki.txt
applied	kindergartens	wiki.txt
applied	kingbirds	wiki.txt
applied	kingsnakes	wiki.txt
applied	kirtan	dialogues.txt
applied	kitchen's	lemma_sentences.txt
applied	kitty	lemma_sentences.txt
applied	knock-knock	wiki.txt
applied	koans	wiki.txt
applied	kora	wiki.txt
applied	kung-fu	wiki.txt
applied	ky	cause_seq.txt
applied	labour	wiki.txt
applied	labradors	wiki.txt
applied	lactic	wiki.txt
applied	lag	wiki.txt
applied	laksa	wiki.txt
applied	lamppost	chained.txt
applied	lan	wiki.txt
applied	landlord	wiki.txt
applied	lantana	wiki.txt
applied	lanternfish	wiki.txt
applied	larches	wiki.txt
applied	laser's	lemma_sentences.txt
applied	laundromat	wiki.txt
applied	laureates	wiki.txt
applied	lavash	cause_seq.txt
applied	lawnmowers	wiki.txt
applied	leatherjackets	wiki.txt
applied	leatherwood	wiki.txt
applied	leg's	lemma_sentences.txt
applied	leggings	wiki.txt
applied	legos	lemma_sentences.txt
applied	legume	wiki.txt
applied	lender	wiki.txt
applied	leveret	wiki.txt
applied	liar	wiki.txt
applied	libertarianism	lemma_sentences.txt
applied	librarians	wiki.txt
applied	licenses	wiki.txt
applied	lifelike	lemma_sentences.txt
applied	lifter	cause_seq.txt
applied	lightermen	wiki.txt
applied	lighters	wiki.txt
applied	likelihood	lemma_sentences.txt
applied	limb	lemma_sentences.txt
applied	limp	lemma_sentences.txt
applied	linoleum	wiki.txt
applied	lipstick	wiki.txt
applied	lipsticks	counting.txt
applied	literary	wiki.txt
applied	literate	wiki.txt
applied	livebearers	wiki.txt
applied	locking	stories.txt
applied	loneliness	lemma_sentences.txt
applied	loosely	cause_seq.txt
applied	lopsided	wiki.txt
applied	lords	wiki.txt
applied	loser	wiki.txt
applied	loudest	wiki.txt
applied	lowlands	wiki.txt
applied	lumberjack	wiki.txt
applied	luthier	wiki.txt
applied	mace	wiki.txt
applied	managed	dialogues.txt
applied	manages	dialogues.txt
applied	manes	counting.txt
applied	mangaka	wiki.txt
applied	manger	wiki.txt
applied	mansaf	wiki.txt
applied	marabou	wiki.txt
applied	maracas	wiki.txt
applied	march's	lemma_sentences.txt
applied	mare	wiki.txt
applied	margarines	wiki.txt
applied	marigolds	wiki.txt
applied	marimbas	wiki.txt
applied	marionette	wiki.txt
applied	marmoset	wiki.txt
applied	maroon	wiki.txt
applied	marrying	wiki.txt
applied	marshallese	wiki.txt
applied	martial's	lemma_sentences.txt
applied	masala	wiki.txt
applied	mashing	wiki.txt
applied	masons	wiki.txt
applied	mass's	lemma_sentences.txt
applied	master's	wiki.txt
applied	matchbox	lemma_sentences.txt
applied	matchhead	lemma_sentences.txt
applied	mathematician	dialogues.txt
applied	matter's	lemma_sentences.txt
applied	mattered	stories.txt
applied	mature	wiki.txt
applied	matzo	wiki.txt
applied	maybe-yes	lemma_sentences.txt
applied	meadowlark	wiki.txt
applied	mealtime	wiki.txt
applied	megabyte	wiki.txt
applied	menat	wiki.txt
applied	mercury's	wiki.txt
applied	merlions	lemma_sentences.txt
applied	mermaid's	wiki.txt
applied	mexico's	lemma_sentences.txt
applied	mitzvot	wiki.txt
applied	mmr	wiki.txt
applied	monolog	lemma_sentences.txt
applied	narwhals	wiki.txt
applied	nativity	lemma_sentences.txt
applied	neatness	lemma_sentences.txt
applied	neckerchief	wiki.txt
applied	nectarine	wiki.txt
applied	nephews	counting.txt
applied	nesting	lemma_sentences.txt
applied	neumes	wiki.txt
applied	neutral	wiki.txt
applied	newest	stories.txt
applied	newsstand	stories.txt
applied	newtons	wiki.txt
applied	nightgown	lemma_sentences.txt
applied	nighthawks	wiki.txt
applied	nightmare	wiki.txt
applied	nightmares	wiki.txt
applied	nipples	counting.txt
applied	nodding	dialogues.txt
applied	non-sleeping	wiki.txt
applied	nonsense	wiki.txt
applied	normally	wiki.txt
applied	nuns	wiki.txt
applied	nymphs	wiki.txt
applied	o's	chained.txt
applied	oceanography	wiki.txt
applied	off-beat	wiki.txt
applied	old-style	wiki.txt
applied	olympian	wiki.txt
applied	olympians	wiki.txt
applied	one-celled	wiki.txt
applied	one-player	wiki.txt
applied	one-third	wiki.txt
applied	ontologies	lemma_sentences.txt
applied	opera's	lemma_sentences.txt
applied	orbiter	wiki.txt
applied	organized	wiki.txt
applied	ovals	wiki.txt
applied	owing	wiki.txt
applied	ozone	wiki.txt
applied	paintbrushes	wiki.txt
applied	paleolithic	lemma_sentences.txt
applied	paperclips	wiki.txt
applied	parallelogram	wiki.txt
applied	paralympians	wiki.txt
applied	parameter	lemma_sentences.txt
applied	parisian	chained.txt
applied	parliaments	wiki.txt
applied	partial	wiki.txt
applied	patents	wiki.txt
applied	patriots	wiki.txt
applied	pawns	wiki.txt
applied	peacock's	wiki.txt
applied	peacocks	wiki.txt
applied	peeing	cause_seq.txt
applied	peekaboo	stories.txt
applied	pendant	lemma_sentences.txt
applied	penis	wiki.txt
applied	peppered	wiki.txt
applied	percentages	wiki.txt
applied	performer	wiki.txt
applied	phoenixes	counting.txt
applied	phonetic	wiki.txt
applied	phonograph	wiki.txt
applied	phosphate	wiki.txt
applied	photographer	wiki.txt
applied	photographers	wiki.txt
applied	photojournalist	wiki.txt
applied	physicists	wiki.txt
applied	phytoplankton	wiki.txt
applied	pickups	wiki.txt
applied	picture's	lemma_sentences.txt
applied	pie-charts	wiki.txt
applied	piggyback	wiki.txt
applied	piglet	wiki.txt
applied	piled	wiki.txt
applied	pilgrimages	wiki.txt
applied	piling	wiki.txt
applied	pink-purple	wiki.txt
applied	pinkish-white	wiki.txt
applied	pints	wiki.txt
applied	pita	dialogues.txt
applied	pitch	wiki.txt
applied	pizza's	lemma_sentences.txt
applied	plaintiff	wiki.txt
applied	planet's	wiki.txt
applied	plant-like	wiki.txt
applied	platinum	wiki.txt
applied	play-dough	lemma_sentences.txt
applied	playgroup	stories.txt
applied	playhouses	counting.txt
applied	pliers	cause_seq.txt
applied	plural	wiki.txt
applied	pluses	wiki.txt
applied	plutocracy	wiki.txt
applied	poker	wiki.txt
applied	polio	wiki.txt
applied	polyglots	wiki.txt
applied	polyp	wiki.txt
applied	pong	lemma_sentences.txt
applied	ponytails	counting.txt
applied	poof	dialogues.txt
applied	pool's	lemma_sentences.txt
applied	pop-pop-pop	wiki.txt
applied	poppy	wiki.txt
applied	popsicles	wiki.txt
applied	possums	wiki.txt
applied	postmodernism	lemma_sentences.txt
applied	pot's	lemma_sentences.txt
applied	potato's	lemma_sentences.txt
applied	pounded	wiki.txt
applied	pounding	wiki.txt
applied	pourer	wiki.txt
applied	powdered	lemma_sentences.txt
applied	predicate	wiki.txt
applied	premier	wiki.txt
applied	premises	wiki.txt
applied	prepositional	wiki.txt
applied	president's	stories.txt
applied	presidential	wiki.txt
applied	pretzels	wiki.txt
applied	pried	chained.txt
applied	priest's	lemma_sentences.txt
applied	prix	wiki.txt
applied	problem's	lemma_sentences.txt
applied	professors	wiki.txt
applied	profile	cause_seq.txt
applied	projector	wiki.txt
applied	prongs	chained.txt
applied	proper	wiki.txt
applied	prophets	wiki.txt
applied	protestanism	stories.txt
applied	protocols	wiki.txt
applied	proton's	lemma_sentences.txt
applied	protractor	wiki.txt
applied	prouder	chained.txt
applied	proudly	chained.txt
applied	prune	wiki.txt
applied	prunes	wiki.txt
applied	publication	wiki.txt
applied	publications	wiki.txt
applied	publish	wiki.txt
applied	puckers	cause_seq.txt
applied	pucks	chained.txt
applied	puffin	chained.txt
applied	pulpit	wiki.txt
applied	punctual	wiki.txt
applied	punish	wiki.txt
applied	punished	wiki.txt
applied	puppeteer	wiki.txt
applied	pushy	wiki.txt
applied	quacks	lemma_sentences.txt
applied	quantums	lemma_sentences.txt
applied	quarrel	lemma_sentences.txt
applied	quarter's	chained.txt
applied	quickstep	wiki.txt
applied	quit	stories.txt
applied	quitting	stories.txt
applied	quizzes	wiki.txt
applied	qurans	lemma_sentences.txt
applied	racehorses	wiki.txt
applied	racers	dialogues.txt
applied	raider's	wiki.txt
applied	raiser	wiki.txt
applied	rational	wiki.txt
applied	razorbills	wiki.txt
applied	reactor	wiki.txt
applied	reader's	lemma_sentences.txt
applied	recent	lemma_sentences.txt
applied	reception	wiki.txt
applied	recital	wiki.txt
applied	recordings	lemma_sentences.txt
applied	red-brick	lemma_sentences.txt
applied	reds	lemma_sentences.txt
applied	reflections	counting.txt
applied	refrigeration's	lemma_sentences.txt
applied	regatta	wiki.txt
applied	reliquary	wiki.txt
applied	remainder	wiki.txt
applied	reminder	stories.txt
applied	remotes	counting.txt
applied	repairs	dialogues.txt
applied	representative	wiki.txt
applied	reptile's	stories.txt
applied	residue	wiki.txt
applied	respecting	stories.txt
applied	responsible	wiki.txt
applied	restaurant's	lemma_sentences.txt
applied	reusing	stories.txt
applied	review	lemma_sentences.txt
applied	rhombus	wiki.txt
applied	rials	wiki.txt
applied	ring-tailed	wiki.txt
applied	riveting	wiki.txt
applied	roadsides	wiki.txt
applied	robin's	wiki.txt
applied	rockers	wiki.txt
applied	rocket's	lemma_sentences.txt
applied	rococo	lemma_sentences.txt
applied	romaine	wiki.txt
applied	romp	wiki.txt
applied	rook	chained.txt
applied	roosters	dialogues.txt
applied	roping	wiki.txt
applied	rosettes	wiki.txt
applied	roti	lemma_sentences.txt
applied	rotors	wiki.txt
applied	rots	lemma_sentences.txt
applied	round-topped	wiki.txt
applied	roundabout	lemma_sentences.txt
applied	roundabouts	wiki.txt
applied	roundhouse	lemma_sentences.txt
applied	runner-up	lemma_sentences.txt
applied	rupiah	wiki.txt
applied	saber	wiki.txt
applied	sack	lemma_sentences.txt
applied	sacs	wiki.txt
applied	sad-looking	lemma_sentences.txt
applied	saddest	stories.txt
applied	sadly	wiki.txt
applied	sagebrush	wiki.txt
applied	sagrada	wiki.txt
applied	sahara's	lemma_sentences.txt
applied	sailplanes	wiki.txt
applied	sake	wiki.txt
applied	salesman	wiki.txt
applied	salespeople	wiki.txt
applied	saloon	lemma_sentences.txt
applied	salted	wiki.txt
applied	saltier	wiki.txt
applied	saltpeter	wiki.txt
applied	saltwater	wiki.txt
applied	salutes	chained.txt
applied	samaritan	wiki.txt
applied	same-size	wiki.txt
applied	samoans	wiki.txt
applied	samples	wiki.txt
applied	sams	wiki.txt
applied	sandpit	stories.txt
applied	sandstorms	wiki.txt
applied	santas	counting.txt
applied	sari	lemma_sentences.txt
applied	saris	cause_seq.txt
applied	satay	cause_seq.txt
applied	saucier	wiki.txt
applied	savior	stories.txt
applied	saw-nose	wiki.txt
applied	sawdust	chained.txt
applied	say-sorry	lemma_sentences.txt
applied	scalp	cause_seq.txt
applied	scarce	lemma_sentences.txt
applied	scarcity	lemma_sentences.txt
applied	scarecrows	wiki.txt
applied	scarier	lemma_sentences.txt
applied	scattered	chained.txt
applied	scenery	stories.txt
applied	scepter	wiki.txt
applied	schoolbag	stories.txt
applied	schoolbook	wiki.txt
applied	scold	lemma_sentences.txt
applied	scone	chained.txt
applied	scoring	dialogues.txt
applied	scotch	wiki.txt
applied	scramble's	lemma_sentences.txt
applied	screaming	wiki.txt
applied	screams	lemma_sentences.txt
applied	screwdrivers	counting.txt
applied	scribble	chained.txt
applied	scribbles	chained.txt
applied	scribe	cause_seq.txt
applied	scrubbing	dialogues.txt
applied	sculpting	wiki.txt
applied	scum	lemma_sentences.txt
applied	scurvy	wiki.txt
applied	scuttle	chained.txt
applied	sd	wiki.txt
applied	sea's	lemma_sentences.txt
applied	seafloor	cause_seq.txt
applied	seagrass	wiki.txt
applied	sealed	chained.txt
applied	searches	wiki.txt
applied	seashore	wiki.txt
applied	season's	lemma_sentences.txt
applied	seawater	wiki.txt
applied	second-biggest	wiki.txt
applied	second-class	wiki.txt
applied	second-degree	wiki.txt
applied	second-hand	wiki.txt
applied	second-longest	wiki.txt
applied	second-to-last	wiki.txt
applied	secretarybirds	counting.txt
applied	seed's	lemma_sentences.txt
applied	segregation	wiki.txt
applied	sei	wiki.txt
applied	seismologists	wiki.txt
applied	seismometer	wiki.txt
applied	select	lemma_sentences.txt
applied	selection's	lemma_sentences.txt
applied	selections	stories.txt
applied	self	dialogues.txt
applied	self-checkout	dialogues.txt
applied	self-defense	stories.txt
applied	self-fulfilling	wiki.txt
applied	self-hypnosis	wiki.txt
applied	self-raising	wiki.txt
applied	semester	wiki.txt
applied	semi-automatic	wiki.txt
applied	settling	wiki.txt
applied	seventeen's	lemma_sentences.txt
applied	seventy	wiki.txt
applied	shaman's	lemma_sentences.txt
applied	shamans	wiki.txt
applied	shape's	lemma_sentences.txt
applied	sharp-toothed	wiki.txt
applied	shepherd	lemma_sentences.txt
applied	sherbet	wiki.txt
applied	shillings	wiki.txt
applied	shins	counting.txt
applied	short-sleeved	lemma_sentences.txt
applied	showering	lemma_sentences.txt
applied	shrimps	wiki.txt
applied	siberian	wiki.txt
applied	sidecar	wiki.txt
applied	sightseeing	wiki.txt
applied	silver-white	wiki.txt
applied	similarity	lemma_sentences.txt
applied	single-color	wiki.txt
applied	sitcom	wiki.txt
applied	sitcoms	wiki.txt
applied	skateboards	wiki.txt
applied	skated	wiki.txt
applied	skeletal	wiki.txt
applied	skeptics	wiki.txt
applied	skirmish	wiki.txt
applied	skylight	lemma_sentences.txt
applied	skyline	lemma_sentences.txt
applied	slab	cause_seq.txt
applied	slams	wiki.txt
applied	slaps	cause_seq.txt
applied	slapstick	wiki.txt
applied	slav	chained.txt
applied	slinger	wiki.txt
applied	slinky	wiki.txt
applied	sloping	wiki.txt
applied	slosh	lemma_sentences.txt
applied	slouch	cause_seq.txt
applied	slow-motion	wiki.txt
applied	slump	lemma_sentences.txt
applied	slurps	chained.txt
applied	slushy	lemma_sentences.txt
applied	smack	wiki.txt
applied	smartwatch	lemma_sentences.txt
applied	smartwatches	wiki.txt
applied	smelt	wiki.txt
applied	smocks	lemma_sentences.txt
applied	smokestack	lemma_sentences.txt
applied	smoothed	chained.txt
applied	smudged	lemma_sentences.txt
applied	snail's	lemma_sentences.txt
applied	snail-shaped	wiki.txt
applied	sniffled	chained.txt
applied	snipped	chained.txt
applied	snoring	cause_seq.txt
applied	snorting	chained.txt
applied	snow's	lemma_sentences.txt
applied	snowboarders	wiki.txt
applied	snowed	lemma_sentences.txt
applied	snowman's	stories.txt
applied	snowplow	lemma_sentences.txt
applied	snuck	chained.txt
applied	sorrel	wiki.txt
applied	sourdough	lemma_sentences.txt
applied	south-east	wiki.txt
applied	spa	wiki.txt
applied	spatulas	dialogues.txt
applied	spiderlings	wiki.txt
applied	spies	chained.txt
applied	spiny-tailed	wiki.txt
applied	spirals	wiki.txt
applied	spires	counting.txt
applied	spiritual	wiki.txt
applied	spits	wiki.txt
applied	spitting	wiki.txt
applied	spore	cause_seq.txt
applied	spout	lemma_sentences.txt
applied	spreader	lemma_sentences.txt
applied	sprint	lemma_sentences.txt
applied	squadrons	wiki.txt
applied	squiggles	chained.txt
applied	squinting	cause_seq.txt
applied	squirted	chained.txt
applied	squishing	wiki.txt
applied	staffs	wiki.txt
applied	stained	lemma_sentences.txt
applied	staircases	wiki.txt
applied	stakes	wiki.txt
applied	standards	wiki.txt
applied	stanzas	wiki.txt
applied	staple	lemma_sentences.txt
applied	stapler	wiki.txt
applied	staples	chained.txt
applied	star-making	wiki.txt
applied	star-shaped	chained.txt
applied	starchy	wiki.txt
applied	stares	dialogues.txt
applied	staring	lemma_sentences.txt
applied	staycation	wiki.txt
applied	steamboat's	cause_seq.txt
applied	steams	lemma_sentences.txt
applied	steeper	wiki.txt
applied	steeply	wiki.txt
applied	step-step-pause	wiki.txt
applied	stepbrothers	wiki.txt
applied	stepkids	wiki.txt
applied	stillness	lemma_sentences.txt
applied	stink	wiki.txt
applied	stinks	lemma_sentences.txt
applied	stir-fried	wiki.txt
applied	stir-fry	lemma_sentences.txt
applied	stir-frying	wiki.txt
applied	stitched	chained.txt
applied	stoppers	wiki.txt
applied	store-bought	wiki.txt
applied	storm's	lemma_sentences.txt
applied	story's	lemma_sentences.txt
applied	story-book	lemma_sentences.txt
applied	story-reader	lemma_sentences.txt
applied	straightened	chained.txt
applied	straightening	wiki.txt
applied	straightens	cause_seq.txt
applied	straighter	wiki.txt
applied	strands	lemma_sentences.txt
applied	strange-looking	wiki.txt
applied	stranger's	stories.txt
applied	strangest	chained.txt
applied	straw-colored	wiki.txt
applied	stray	chained.txt
applied	streaky	lemma_sentences.txt
applied	streamers	wiki.txt
applied	street's	lemma_sentences.txt
applied	strengths	wiki.txt
applied	stressed	wiki.txt
applied	stride	wiki.txt
applied	striders	wiki.txt
applied	strikes	chained.txt
applied	stripy	lemma_sentences.txt
applied	stroking	chained.txt
applied	structure's	lemma_sentences.txt
applied	strumming	wiki.txt
applied	stub	cause_seq.txt
applied	student's	lemma_sentences.txt
applied	stump	lemma_sentences.txt
applied	stumps	wiki.txt
applied	stung	lemma_sentences.txt
applied	sturdy	lemma_sentences.txt
applied	stylus	wiki.txt
applied	submersibles	wiki.txt
applied	subset	wiki.txt
applied	subshrubs	wiki.txt
applied	substance's	lemma_sentences.txt
applied	succeed	wiki.txt
applied	suckers	wiki.txt
applied	suds	wiki.txt
applied	suffer	stories.txt
applied	sufficient	lemma_sentences.txt
